Food ID	Food name	Energy (kJ)	Protein (g)	Fat, total (g)	Fat, saturated (g)	Available carbohydrate (g)	Total sugars (g)	Sodium (mg)
02B10280	Bread, flat (pita or Lebanese style), wholemeal, toasted	1275	10.1	2.4	0.5	56	3.7	562
02B10312	Bread, from white flour, Italian style e.g. ciabatta, pane di casa	1114	11.2	2.2	0.3	48.1	3.5	474
02B10313	Bread, from white flour, sour dough	1160	11.7	2.3	0.3	50.1	3.6	494
02B10314	Bread, from white flour, crusty, e.g. French stick/baguette	1250	12.6	2.5	0.4	54	3.9	532
02B10316	Bread, from white flour, sour dough, toasted	1349	13.6	2.7	0.4	58.3	4.2	574
02B10317	Bread, from white flour, crusty, e.g. French stick/baguette, toasted	1454	14.6	2.9	0.4	62.8	4.5	619
02B10322	Bread, foccacia or Turkish style bread, plain, toasted	1226	10.3	3.8	0.7	52	2.8	693
02B10330	Bread roll, from white flour, added fibre	1183	8.5	3.8	0.6	49.4	3.4	566
02B10335	Bread, flat (pita or Lebanese), white, reduced salt	1138	8.3	2.1	0.4	52.6	3.4	240
02B10354	Bread, from rye flour, light, soy & linseed	1170	11	6.3	0.9	40.6	2.5	375
02B10355	Bread, from rye flour, light, soy & linseed, toasted	1361	12.8	7.3	1	47.2	2.9	436
02B10356	Bread, from rye flour, light, grains	1100	9.1	2.6	0.5	47.5	2.1	386
02B10357	Bread, from rye flour, light, grains, toasted	1280	10.5	3	0.6	55.3	2.4	449
02B10358	Bread, from white flour, Dutch style fruit loaf, extra dried fruit	1189	7.1	3.2	1	54.3	26.1	157
02B10359	Bread, from spelt flour, grain & seeds	1018	8.7	4.5	0.6	38.3	2.2	443
02B10360	Bread, from spelt flour, grain & seeds, toasted	1184	10.1	5.2	0.7	44.5	2.5	515
02B10361	Bread, from spelt flour	930	11	2.4	0.3	35.6	3.8	430
02B10362	Bread, from spelt flour, toasted	1082	12.8	2.8	0.4	41.4	4.4	500
02B10373	Bread, from white flour, pumpkin seeds	1046	10.5	2.1	0.3	45	4.2	560
02B10374	Bread, from wholemeal flour, seeds	1103	12.4	7.9	1	32	3.5	380
02B10375	Bread, from wholemeal flour, seeds, toasted	1282	14.4	9.2	1.2	37.2	4.1	442
02B10378	Bread, from wholemeal flour, seeds & oats	1073	11.8	6.3	0.8	34.5	4.2	377
02B10379	Bread, from wholemeal flour, seeds & oats, toasted	1248	13.7	7.3	0.9	40.1	4.9	438
02B10382	Bread, from white flour, Dutch style fruit loaf, extra dried fruit, toasted	1383	8.2	3.7	1.2	63.2	30.3	183
02B10448	Bread, damper, with added salt, toasted	1193	7.7	5.4	3.1	49.5	2	782
02B10450	Bread, from wholemeal flour, dried fruit & seeds	1115	11.7	7.4	0.9	34.5	7.9	355
02B10451	Bread, from wholemeal flour, dried fruit & seeds, toasted	1312	13.7	8.7	1.1	40.6	9.3	417
02B10452	Bread, from rye flour, light, soy & sesame	1194	11.9	6.8	1.1	40.1	2.6	366
02B10453	Bread, from rye flour, light, soy & sesame, toasted	1405	14	8	1.3	47.2	3.1	431
02B10463	Bread, gluten free (from rice/corn or tapioca flour), mixed grain	1196	8.9	9.7	1.4	38.4	5.8	444
02B10464	Bread, gluten free (from rice/corn or tapioca flour), fruit or raisin	1060	6.5	4	0.7	45.5	13.3	452
02B10465	Bread, gluten free (from rice/corn or tapioca flour), fruit or raisin, toasted	1232	7.5	4.6	0.8	52.9	15.4	525
02B10503	Bread, roti, Indian restaurant style	1196	8.1	6.4	1.5	45.5	12.7	117
02B10515	Bagel, from white flour, toasted	1250	10.8	1.6	0.2	57.6	7	557
02B10516	Bread, damper, added salt, homemade	1027	6.7	4.7	2.7	42.6	1.7	680
02B10546	Bread, from white flour	1031	9.7	2.1	0.3	45	3.5	456
02B10547	Bread, from white flour, toasted	1227	11.6	2.5	0.4	53.6	4.2	543
02B10548	Bread, from wholemeal flour	985	9	2.9	0.5	39.7	3	468
02B10549	Bread, from wholemeal flour, toasted	1159	10.6	3.4	0.6	46.7	3.6	551
02B10552	Bagel, from white flour	1100	9.5	1.4	0	50.7	6.2	490
02B10554	Bread, brown (mixture of white & wholemeal flour)	1010	9.7	2.5	0.6	41.9	1.5	500
02B10555	Bread, brown (mixture of white & wholemeal flour), toasted	1188	11.4	2.9	0.7	49.3	1.8	588
02B10556	Bread, chapatti (chapati), no added fat	907	8	1.4	0.2	38.8	0.5	345
02B10557	Bread, flat (pita or Lebanese), white	1152	9.1	2.1	0.4	52.6	3.4	451
02B10558	Bread, flat (pita or Lebanese), wholemeal	1084	8.6	2.1	0.5	47.6	3.1	478
02B10561	Bread, from wheat flour, added dried fruit	1134	8.1	3.8	1.2	49.1	14.6	185
02B10562	Bread, from wheat flour, added dried fruit, toasted	1260	9	4.2	1.4	54.6	16.2	205
02B10563	Bread, from white flour, added fibre	1023	10.4	2.4	0.4	42.1	2.4	460
02B10564	Bread, from white flour, added fibre, toasted	1217	12.3	2.8	0.5	50.1	2.8	548
02B10567	Bread, from white flour, added protein	1025	9.4	2.3	0.5	44.6	1.7	490
02B10568	Bread, from white flour, added protein, toasted	1191	10.9	2.7	0.6	51.9	2	570
02B10571	Bread roll, from white flour	1074	9.6	3	0.5	45.6	4	547
02B10572	Bread roll, from white flour, toasted	1248	11.2	3.4	0.6	53.1	4.6	637
02B10573	Bread, from wholemeal flour, added fibre	1027	11.6	3.4	0.7	38	2.8	290
02B10574	Bread, from wholemeal flour, added fibre, toasted	1223	13.8	4	0.8	45.3	3.4	345
02B10575	Bread, from wholemeal flour, grains & seeds	1028	9.3	4.5	0.8	38.3	2.2	443
02B10576	Bread, from wholemeal flour, grain & seeds, toasted	1210	10.9	5.3	0.9	45	2.6	521
02B10577	Bread roll, from wholemeal flour	1071	10	2.9	0.5	44	2.9	540
02B10578	Bread roll, from wholemeal flour, toasted	1260	11.8	3.4	0.6	51.7	3.4	635
02B10583	Bread, mixed grain	993	8.8	2.9	0.4	41	2.7	474
02B10584	Bread, mixed grain, toasted	1168	10.3	3.4	0.5	48.2	3.2	558
02B10585	Bread roll, mixed grain	1030	11.1	3	0.5	40.3	2.3	660
02B10586	Bread roll, mixed grain, toasted	1211	13.1	3.5	0.5	47.4	2.7	776
02B10588	Bread, pumpernickel	890	6.4	1.6	0.3	38.3	4.2	702
02B10589	Bread, pumpernickel, toasted	1047	7.6	1.9	0.4	45	4.9	826
02B20011	Muffin, English style, from white flour, with fruit, untoasted	993	9.5	1.7	0.3	43.7	9.8	473
02B20014	Muffin, English style, from wholemeal flour, toasted	918	12.5	1.4	0.3	35.9	1.5	457
02B20015	Muffin, English style, wheat bran, toasted	929	12.5	1.4	0.3	35.9	1.5	457
02B20016	Muffin, English style, oat bran, toasted	1033	11.7	2.1	0.4	42.1	1.9	419
02B20017	Muffin, English style, mixed grain, toasted	965	11.9	1.7	0.3	38.6	1.8	465
02B20018	Crumpet, from white flour, untoasted	794	5	0.7	0.1	38.9	1.5	945
02B20039	Muffin, English-style, from white flour, plain	1161	6.9	7.9	1.4	42.5	2	462
02B20045	Crumpet, from white flour, toasted	839	4.9	0.8	0.2	41.6	1.8	1002
02B20046	Crumpet, from wholemeal flour, toasted	832	5.6	1.1	0.2	39.1	1.5	982
02B20047	Muffin, English-style, from white flour, toasted	975	10.1	1.5	0.3	42.2	2.6	476
02B20048	Muffin, English-style, dried fruit, toasted	1069	10.2	1.8	0.4	47	10.5	509
02B30021	Tortilla, from wheat flour	1326	8.7	7.1	1.3	52.4	3.4	478
02B30022	Tortilla, from corn flour	906	5.7	2.9	0.5	38.3	0.9	760
02C10017	Rice cake, with rye	1575	8.2	2.9	0.4	75.8	0.6	3
02C10019	Rice cake, with corn & buckwheat	1574	7.4	2.9	0.4	76.7	0.9	3
02C10020	Rice cake, with corn & oats	1579	7.6	2.9	0.4	76.9	0.5	2
02C10073	Rice cake, salted	1506	8	3.4	0.6	71.3	0.8	350
02C10074	Rice cake, rice with other grains, salted	1531	9	3.4	0.6	71.3	0.8	340
02C10075	Rice cake, rice with corn & sesame, unsalted	1530	8.5	3.4	0.7	71.3	0.8	2
02C10076	Rice cake, rice & corn, salted	1535	9	3.4	0.6	72.5	2	230
02C10101	Biscuit, savoury, from white flour, flaky cracker style (e.g. SAO)	2049	10.5	20.7	9.7	63.6	3.6	639
02C10111	Corn cake, salted	1743	10.2	7.9	1	70.9	0.4	800
02C10112	Bread stick, from white flour, salted	2005	11.8	18.5	2.7	64.2	5	1311
02C20188	Biscuit, sweet, chocolate flavour	1865	6.2	17.2	8.4	65.3	23.9	308
02C20190	Biscuit, shortbread style	2143	5.9	26.3	15	62	19.4	478
02C20219	Cone, wafer style, for ice cream	1468	7.9	2.3	0.6	72	0.3	326
02C20253	Biscuit, sweet, plain	1844	6.2	15.5	7.5	67.5	25.7	289
02D10110	Breakfast cereal, wheat bran, pellets (e.g. Kelloggs All Bran)	1346	13.4	4.9	0.8	41	15	650
02D10121	Breakfast cereal, whole wheat, puffed (e.g. Kelloggs Puffed Wheat)	1494	11.9	2.5	0.4	65.8	1	3
02D10138	Breakfast cereal, puffed corn	1565	6.6	0.6	0.1	83.9	8.8	397
02D10172	Breakfast cereal, puffed or popped rice	1549	7.1	1.1	0.2	81.2	6.2	658
02D10174	Semolina, prepared with water	454	3.3	0.4	0.1	22.1	0	1
02D10212	Breakfast cereal, flakes of corn	1529	7.6	0.4	0.1	80	9.3	397
02D10243	Breakfast cereal, whole wheat, biscuit (e.g. Sanitarium Weet Bix)	1443	12.1	2.2	0.3	62.8	1.9	300
02D20026	Porridge, rolled oats, prepared with water, added salt	273	2	1.4	0.2	10.2	0	28
02E10302	Cake, sponge, plain, unfilled, uniced, commercial	1305	7.5	5.6	2	56.5	32.5	320
02E10315	Cake, plain or buttercake, uniced, commercial	1512	8.2	15.3	7.1	46.9	25.3	480
02E10399	Cake mix, plain, dry (e.g. madeira, tea cake or vanilla cake)	1645	4.8	8.2	4.1	73.5	42.5	670
02E10414	Cake mix, sponge, dry	1488	6.4	4.8	2	69.9	32.4	610
02E30065	Pancake, plain, dry mix	1433	9.3	3.2	1	67.2	25.2	680
02E40025	Pastry, puff, canola oil, raw, commercial	1527	5.5	22.3	1.6	35.2	0.9	1
02E40035	Pastry, shortcrust, raw, commercial, reduced fat	1589	7.2	19	10.9	43.6	2.4	390
02E40039	Vol au vent case, unfilled, commercial	1889	7	26.5	15.1	45.7	1.6	545
02E40064	Pastry, puff, with butter, raw	1384	5.5	19	11.9	32.9	1	160
02E40065	Pastry, puff, with butter, baked	1798	7.1	24.7	15.5	42.7	1.3	208
02E40071	Pastry, shortcrust, wholemeal, commercial, baked	1994	10.2	27	15.6	43.2	2.5	478
02E40072	Pastry, spring roll, raw	1268	6.6	5.1	1.8	55.6	1.8	610
02E40078	Pastry, filo (fillo), raw	1217	9.9	3.8	0.5	52.2	1.3	581
02E40079	Pastry, filo (fillo), baked	1596	12.2	3.1	0.4	72.9	2.1	766
02E40081	Pastry, puff, vegetable oil, commercial, baked	1838	7	26.5	12	42.7	1.7	545
02E40082	Pastry, shortcrust, commercial, raw	1596	5.5	21.1	9.2	42	7.5	358
02E40083	Pastry, shortcrust, commercial, baked	2090	6.6	27.5	9.6	55.6	9.6	463
02E40084	Pastry, shortcrust, wholemeal, commercial, raw	1405	7.5	19.2	10.4	30.6	2.6	333
02E40087	Croissant (pastry crescent), commercial, plain	1505	10	19.1	12	35.6	5.1	457
02E40088	Pastry, choux, raw	894	5.8	12.9	5.6	18.2	0.1	255
02E40089	Pastry, choux, commercial, baked, unfilled	1742	7.9	32.1	13.8	24.1	0.1	400
02E40090	Pastry mix, commercial, dry mix	1935	7.8	26.4	14.3	47.3	0	828
02E40092	Pastry, puff, vegetable oil, commercial, raw	1287	5.5	16.4	7.4	32.9	1	387
02F30050	Bread, from wholemeal flour, fruit	1169	8.5	4.1	0.8	47.1	17.7	220
02F30051	Bread, from wholemeal flour, fruit, toasted	1391	10.1	4.8	0.9	56.1	21.1	262
02F30052	Bread, mixed grain,  fruit	1209	8.2	4	0.6	51	17.7	230
02F30053	Bread, mixed grain,  fruit, toasted	1439	9.8	4.7	0.7	60.7	21.1	274
02F30054	Bread, malt	1183	8.3	2.4	0.3	53	25.4	280
02F40125	Pasta, meat filled, boiled, without sauce	630	6.3	3.9	1.3	21.3	0.3	200
02F40136	Taco shell, from corn flour, plain	1947	7.2	22.6	8.9	54.3	1.2	367
02F40170	Gnocchi, potato, boiled	620	4.2	0.9	0.2	29.1	0.4	300
03A10020	Egg, chicken, whole, omega-3 polunsaturate modified, poached, no added salt	629	12.3	11.2	3.2	0.3	0.3	87
03A10044	Egg, chicken, whole, raw	553	12.7	9	3.1	0.3	0.3	134
03A10048	Egg, chicken, whole, poached	628	12.2	11.2	3.8	0.3	0.3	87
03A10050	Egg, chicken, white (albumen) only, raw	197	11.2	0	0	0.4	0.4	175
03A10051	Egg, chicken, white (albumen) only, hard boiled	204	11.6	0	0	0.4	0.4	175
03A10052	Egg, chicken, yolk, raw	1311	15.6	28.2	9.6	0.2	0.2	58
03A10053	Egg, chicken, yolk, hard boiled	1450	16.1	31.7	10.8	0.2	0.2	47
03A10057	Egg, chicken, whole, baked, no added fat	565	13	9.1	3.1	0.3	0.3	137
03A10059	Egg, chicken, white, dried	1489	82.2	0	0	5.4	5.4	1280
03A10061	Egg, chicken, whole, omega-3 polyunsaturated fatty acids modified, raw	439	12.4	6	1.6	0.3	0.3	120
03A10062	Egg, chicken, whole, hard-boiled	583	12.4	9.5	2.6	0.7	0.3	127
03A10069	Egg, duck, whole, raw	743	12.8	13.8	3.7	0.9	0.9	146
03A10070	Egg, quail, whole, raw	639	13	11.1	3.6	0.4	0.4	141
03A10071	Egg, chicken, whole, omega-3 polyunsaturated fatty acids modified, boiled	447	12.7	6.1	1.6	0.3	0.3	122
03A10072	Egg, duck, whole, boiled	715	12.3	13.2	3.5	0.9	0.9	140
03B10044	Egg, chicken, scrambled with full fat milk, cooked with no added fat	524	11	8	3.1	2.3	2.3	338
03B10069	Egg, chicken, omelette, made with water, no added fat	530	11.5	8.9	2.4	0.3	0.3	251
04A10044	Ghee, clarified butter	3701	0.3	99.9	65.2	0	0	2
04A10045	Dairy blend, butter & edible oil spread	3068	0.5	82.4	35.3	0.6	0.6	485
04A10046	Dairy blend, butter & edible oil spread, reduced salt	3087	0.6	82.9	35.5	0.6	0.6	322
04A10047	Dairy blend, butter & edible oil spread, 70% fat	2669	0.5	71.6	30.7	0.6	0.6	485
04A10048	Dairy blend, butter & edible oil spread, 70% fat, reduced salt	2669	0.6	71.6	30.7	0.6	0.6	320
04A10049	Dairy blend, butter & edible oil spread, reduced fat (50% fat) & salt (360mg sodium/100g)	1713	4.2	44.3	19.4	0.1	0.1	365
04A10050	Dairy blend, butter & canola oil spread, reduced fat (57% fat) & salt (230mg sodium/100g)	2180	4.1	57	25.3	0.1	0.1	370
04A10051	Dairy blend, butter & canola oil spread, reduced fat (44%) & salt	1715	4.1	44.4	19.8	0.1	0.1	360
04A10054	Dairy blend, butter & canola oil spread, reduced fat (58% fat)	2254	4.1	59	26.2	0.1	0.1	420
04A10055	Dairy blend, butter & edible oil spread, 80% fat, sodium 700 mg/100g	3059	0.6	82.1	35.2	0.6	0.6	719
04A10058	Dairy blend, butter & olive oil spread, reduced fat (59% fat)	2254	4.1	59	26.2	0.1	0.1	480
04A10059	Dairy blend, butter & canola oil spread, reduced fat (60% fat) & salt (370mg sodium/100g)	2291	4.1	60	26.7	0.1	0.1	370
04A10060	Butter, salted	3036	1.1	81.5	53.8	0	0	776
04A10061	Butter, reduced salt (sodium less than 350 mg /100 g)	3036	1.1	81.5	53.8	0	0	350
04A10062	Butter, no added salt	3036	1.1	81.5	53.8	0	0	10
04A20016	Cream, pure, whipped, no added sugar (Specific gravity 0.507)	1664	1.9	42.8	28.3	2.8	2.8	21
04A20019	Cream, thickened, whipped, no added sugar (Specific gravity 0.507)	1450	2.1	36.8	24.2	3.1	3.1	48
04A20022	Cream, rich or double thick, whipped, sweetened	1970	1.6	49.4	32.5	6.8	6.7	17
04A20023	Cream, rich or double thick, whipped, no added sugar	1982	1.7	51.6	33.9	2.6	2.6	18
04B10028	Edible oil spread, polyunsaturated, reduced fat (50% fat) & salt (380mg sodium/100g)	1836	0.2	49.4	11.7	0.3	0.3	380
04B10030	Edible oil spread, polyunsaturated, reduced fat (40% fat), no added salt or milk	1462	0	39.5	9.4	0	0	2
04B10031	Margarine spread, polyunsaturated, reduced fat (60% fat)	2233	0.3	60	14.2	0.5	0.5	590
04B10033	Margarine spread, polyunsaturated (75% fat), reduced salt (380mg sodium/100g)	2790	0.4	75	17.8	0.5	0.5	380
04B10035	Margarine spread, polyunsaturated (65% fat), 780mg sodium /100 g	2420	0.4	65	15.4	0.5	0.5	780
04B10039	Margarine spread, polyunsaturated (70% fat), 600mg sodium/100 g	2629	0.7	70.7	16.8	0	0	600
04B10040	Margarine spread, polyunsaturated (70% fat), 360mg sodium /100 g	2629	0.7	70.7	16.8	0	0	380
04B10041	Margarine spread, polyunsaturated, reduced fat (31% fat) & salt (380mg sodium/100g)	1150	0.1	31	7.3	0.1	0.1	380
04B10042	Edible oil spread, polyunsaturated, reduced fat (48% fat), added phytosterols	1779	0.1	48	9.5	0.1	0.1	360
04B10043	Margarine spread, polyunsaturated (70% fat), added phytosterols	2679	0.4	72	15.2	0.5	0.5	380
04B10044	Margarine spread, polyunsaturated, reduced fat (60% fat), unsalted	2225	0.3	60	14.2	0	0	2
04B10050	Margarine spread, poly- or mono-unsaturated, regular fat (70%), salt free	2500	0.4	67.2	15.6	0.4	0.4	2
04B10055	Margarine spread, polyunsaturated, reduced fat (25% fat) & salt (380mg sodium/ 100g)	928	0.1	25	5.9	0.1	0.1	380
04B10056	Margarine spread, polyunsaturated, reduced fat (50% fat), & salt (380mg sodium/100g)	1836	0.2	49.4	11.7	0.3	0.3	380
04B10057	Margarine spread, polyunsaturated, reduced fat (30% fat) & salt (380mg of sodium/100g), added phytosterols	1150	0.1	31	5.5	0.1	0.1	380
04B10069	Margarine spread, polyunsaturated (70% fat)	2552	0	69	14.8	0	0	562
04B10070	Margarine spread, polyunsaturated (70% fat), reduced salt (380mg sodium/100g)	2636	1	70.8	17.3	0	0	283
04B10071	Margarine spread, polyunsaturated, reduced fat (60% fat), reduced salt (267mg sodium/100g)	2233	0.3	60	13.9	0.5	0.5	267
04B20048	Margarine, cooking	2984	0.6	80	35.5	0.8	0.8	1130
04B20050	Margarine spread, monounsaturated (70% fat), 380mg sodium/100g	2592	0.4	69.6	15.6	0.5	0.5	380
04B20051	Margarine spread, monounsaturated (65% fat), 380mg sodium/100g	2420	0.4	65	14.6	0.5	0.5	380
04B20052	Margarine spread, monounsaturated (65% fat), 750 mg sodium/100 g	2420	0.4	65	14.6	0.5	0.5	750
04B20053	Margarine spread, olive oil blend (70% fat), 380 mg sodium/100 g	2592	0.4	69.6	16.1	0.5	0.5	380
04B20054	Margarine spread, olive oil blend (70% fat), no added salt	2592	0.4	69.6	16.1	0.5	0.5	2
04B20055	Margarine spread, monounsaturated, extra light style (31% fat), unsalted	1162	0.4	31	7	0.5	0.5	2
04B20056	Margarine spread, monounsaturated, extra light style (31% fat), reduced salt (380 mg sodium/100g)	1162	0.4	31	7	0.5	0.5	380
04B20057	Margarine spread, monounsaturated (60% fat), 700 mg sodium/100 g	2235	0.4	60	13.5	0.5	0.5	700
04B20058	Margarine spread, monounsaturated, reduced fat (fat approximately 40% fat), reduced salt (380mg sodium/100g), added phytosterols	1456	0.3	39	7	0.5	0.5	380
04B20059	Margarine spread, monounsaturated (fat approximately 70%), 380mg sodium/100g, added phytosterols	2790	0.4	75	15.3	0.5	0.5	380
04B20060	Margarine spread, monounsaturated, reduced fat (fat approximately 55%) & salt (380mg sodium/100g), added phytosterols	2048	0.3	55	10.5	0.5	0.5	380
04B20062	Margarine spread, monounsaturated (60% fat), 230mg sodium/100 g	2235	0.4	60	13.5	0.5	0.5	230
04B20063	Margarine spread, monounsaturated (60% fat), 300 mg sodium/100 g, dairy free	2227	0.4	60	13.5	0	0	300
04B20064	Margarine spread, olive oil blend (40% fat), 380 mg sodium/100 g	1495	0.4	40	9.3	0.5	0.5	380
04B20065	Margarine spread, monounsaturated, reduced fat (~55% fat), unsalted	2100	0.3	56.4	12.7	0.5	0.5	2
04B20066	Margarine spread, olive oil blend (55% fat), 380 mg sodium/100 g	2050	0.4	55	12.6	0.5	0.5	380
04B20067	Margarine spread, olive oil blend (75% fat), 380 mg sodium/100 g	2790	0.4	75	17.1	0.5	0.5	380
04B20068	Margarine spread, catering, blend of animal & vegetable fats	2614	0.6	70	31.1	0.8	0.8	1380
04B20072	Margarine spread, rice bran oil based	3019	0.5	81	22.2	0.8	0.8	580
04B20074	Margarine spread, monounsaturated (70% fat)	2445	0.3	65.9	14.6	0	0	594
04B20075	Margarine spread, monounsaturated, reduced fat (55% fat) & salt (380 mg sodium/100g)	1922	1	51.5	11.5	0	0	338
04B20076	Margarine spread, monounsaturated (70% fat), reduced salt (380mg sodium/100g)	2565	1	68.9	15.8	0	0	362
04B20077	Margarine spread, monounsaturated, reduced fat (50%)	1875	0.3	50.5	10.3	0	0	572
04C10009	Oil, coconut	3700	0	100	88	0	0	0
04C10025	Oil, sunflower, monounsaturated	3700	0	100	6.7	0	0	0
04C10053	Oil, copha	3700	0.2	99.9	92.4	0	0	1
04C10055	Oil, grapeseed	3700	0	100	11.4	0	0	0
04C10056	Oil, macadamia	3700	0	100	13.6	0	0	0
04C10057	Oil, maize	3700	0	100	13.2	0	0	0
04C10060	Oil, palm	3700	0	100	48.8	0	0	0
04C10061	Oil, peanut	3700	0	100	18.1	0	0	0
04C10063	Oil, sesame	3700	0	100	15.2	0	0	0
04C10064	Oil, sunflower	3700	0	100	10.7	0	0	0
04C10065	Oil, soybean	3700	0	100	14.7	0	0	0
04C10070	Oil, linseed or flaxseed	3700	0	100	8.5	0	0	0
04C10072	Oil, blend of polyunsaturated vegetable oils	3700	0	100	15.2	0	0	0
04C10073	Oil, olive, pure	3700	0	100	15.3	0	0	0
04C10075	Oil, canola	3700	0	100	7.3	0	0	0
04C10076	Oil, safflower	3700	0	100	9.4	0	0	0
04C10080	Fat, solid, vegetable oil based	3702	0.2	100	49	0	0	0
04C10081	Oil, mustard seed	3700	0	100	12	0	0	0
04C10084	Oil, cottonseed	3700	0	100	25.9	0	0	0
04C10085	Oil, almond	3700	0	100	6	0	0	0
04C10088	Oil, rice bran	3700	0	100	22.9	0	0	0
04C10089	Oil, blend of monounsaturated vegetable oils	3700	0	100	6.9	0	0	0
04C10091	Oil, Palmolein	3700	0	100	49.3	0	0	0
04D10010	Dripping, pork	3703	0.2	100	40.9	0	0	0
04D10028	Fat, solid, blend of animal & vegetable oils	3700	0.2	99.9	49.7	0	0	0
04D10030	Lard	3696	0.2	99.8	38.8	0	0	0
04D10033	Oil, cod liver	3696	0	99.9	20.9	0	0	0
04D10035	Dripping, beef	3703	0.2	100	52.1	0	0	0
04D10037	Suet	3395	0	86.7	49.2	11	0	0
05A10051	Blackfish, raw	387	19.3	1.6	0.5	0	0	75
05A10060	Cod, baked or grilled, no added fat	419	22.6	0.9	0.2	0	0	116
05A10062	Cod, steamed or poached	388	21	0.8	0.2	0	0	97
05A10063	Cod, flesh, raw	323	17.5	0.7	0.1	0	0	89
05A10065	Trout, coral, steamed or poached, no added salt	459	23.1	1.8	0.6	0	0	73
05A10066	Trout, coral, raw	382	19.2	1.5	0.5	0	0	68
05A10067	Dory, baked or grilled, no added fat	460	24.3	1.3	0.4	0	0	135
05A10069	Dory, steamed or poached	427	22.6	1.2	0.4	0	0	112
05A10070	Dory, flesh, raw	356	18.8	1	0.3	0	0	104
05A10075	Flounder, baked or grilled, no added fat	452	23.2	1.6	0.3	0	0	101
05A10077	Flounder, steamed or poached	420	21.6	1.4	0.3	0	0	84
05A10079	Flounder, flesh, raw	350	18	1.2	0.3	0	0	78
05A10080	Garfish, baked or grilled, no added fat	510	26.6	1.6	0.5	0	0	374
05A10082	Garfish, raw	395	20.6	1.2	0.4	0	0	289
05A10084	Herring, baked or grilled, no added fat	1022	22.1	17.5	4.3	0	0	92
05A10086	Herring, fresh, raw	790	17.1	13.5	3.3	0	0	72
05A10087	Hake, baked or grilled, no added fat	437	21.2	2.1	0.7	0	0	84
05A10089	Hake, raw	338	16.4	1.6	0.5	0	0	65
05A10090	Kingfish, baked or grilled, no added fat	563	26.6	3	1	0	0	70
05A10093	Leatherjacket, steamed or  poached, no added salt	412	22.6	0.8	0.2	0	0	109
05A10094	Leatherjacket, raw	343	18.8	0.6	0.2	0	0	101
05A10095	Ling, baked or grilled, no added fat	462	25.5	0.8	0.2	0	0	184
05A10097	Ling, steamed or poached	429	23.6	0.7	0.1	0	0	153
05A10098	Ling, flesh, raw	357	19.7	0.6	0.1	0	0	142
05A10103	Mackerel, fresh, raw	542	21	5	1.4	0	0	75
05A10104	Perch, ocean, baked or grilled, no added fat	398	21.7	0.8	0.2	0	0	84
05A10106	Perch, ocean, steamed or poached, no added salt	370	20.2	0.7	0.2	0	0	70
05A10108	Perch, ocean, raw	308	16.8	0.6	0.1	0	0	65
05A10109	Redfish, raw	412	20.3	1.8	0.6	0	0	85
05A10118	Snapper, baked or grilled, no added fat	523	26.3	2.1	0.8	0	0	110
05A10123	Sole, baked or grilled, no added fat	471	24.1	1.7	0.5	0	0	139
05A10124	Sole, flesh, raw	364	18.6	1.3	0.4	0	0	108
05A10125	Tailor, baked or grilled, no added fat	712	26.4	7.1	2.1	0	0	110
05A10127	Tailor, poached or steamed, no added salt	660	24.5	6.6	2	0	0	92
05A10128	Tailor, raw	550	20.4	5.5	1.6	0	0	85
05A10129	Trevally, baked or grilled, no added fat	594	27.2	3.6	1	0	0	83
05A10131	Trevally, steamed or poached	551	25.2	3.3	1	0	0	69
05A10132	Trevally, flesh, raw	459	21	2.8	0.8	0	0	64
